NM_000014	A2MG_HUMAN	P01023
NM_031492	RBM4B_HUMAN	Q9BQ04
NM_018905	PCDA2_HUMAN	Q9Y5H9
NM_031495	PCDA2_HUMAN	Q9Y5H9
NM_031496	PCDA2_HUMAN	Q9Y5H9
NM_018906	PCDA3_HUMAN	Q9Y5H8
NM_031497	PCDA3_HUMAN	Q9Y5H8
NM_001198754	GBGT2_HUMAN	O14610
NM_001198755	GBGT2_HUMAN	O14610
NM_001198756	GBGT2_HUMAN	O14610
NM_031498	GBGT2_HUMAN	O14610
NM_018907	Q59H34_HUMAN	Q59H34
NM_031500	Q59H34_HUMAN	Q59H34
NM_018907	PCDA4_HUMAN	Q9UN74
NM_031500	PCDA4_HUMAN	Q9UN74
NM_018908	PCDA5_HUMAN	Q9Y5H7
NM_031501	PCDA5_HUMAN	Q9Y5H7
NM_004501	HNRPU_HUMAN	Q00839
NM_031844	HNRPU_HUMAN	Q00839
NM_031844	Q96BA7_HUMAN	Q96BA7
NM_031845	A0A024R409_HUMAN	A0A024R409
NM_031847	A0A024R3Y8_HUMAN	A0A024R3Y8
NM_001039538	MTAP2_HUMAN	P11137
NM_002374	MTAP2_HUMAN	P11137
NM_031845	MTAP2_HUMAN	P11137
NM_031847	MTAP2_HUMAN	P11137
NM_018909	PCDA6_HUMAN	Q9UN73
NM_031848	PCDA6_HUMAN	Q9UN73
NM_031849	PCDA6_HUMAN	Q9UN73
NM_004835	D3DNG8_HUMAN	D3DNG8
NM_031850	D3DNG8_HUMAN	D3DNG8
NM_031850	Q6NUP5_HUMAN	Q6NUP5
NM_018910	PCDA7_HUMAN	Q9UN72
NM_031852	PCDA7_HUMAN	Q9UN72
NM_031854	KR412_HUMAN	Q9BQ66
NM_018911	PCDA8_HUMAN	Q9Y5H6
NM_031856	PCDA8_HUMAN	Q9Y5H6
NM_014005	PCDA9_HUMAN	Q9Y5H5
NM_031857	PCDA9_HUMAN	Q9Y5H5
NM_018901	PCDAA_HUMAN	Q9Y5I2
NM_031859	PCDAA_HUMAN	Q9Y5I2
NM_031860	PCDAA_HUMAN	Q9Y5I2
NM_018902	PCDAB_HUMAN	Q9Y5I1
NM_031861	PCDAB_HUMAN	Q9Y5I1
NM_005899	A0A024R1V3_HUMAN	A0A024R1V3
NM_031862	A0A024R1V3_HUMAN	A0A024R1V3
NM_001291571	NBR1_HUMAN	Q14596
NM_001291572	NBR1_HUMAN	Q14596
NM_005899	NBR1_HUMAN	Q14596
NM_031862	NBR1_HUMAN	Q14596
NM_018903	PCDAC_HUMAN	Q9UN75
NM_031864	PCDAC_HUMAN	Q9UN75
NM_018904	PCDAD_HUMAN	Q9Y5I0
NM_031865	PCDAD_HUMAN	Q9Y5I0
NM_031866	FZD8_HUMAN	Q9H461
NM_031882	B2RNA7_HUMAN	B2RNA7
NM_018899	PCDC2_HUMAN	Q9Y5I4
NM_031883	PCDC2_HUMAN	Q9Y5I4
NM_031885	BBS2_HUMAN	Q9BXC9
NM_031886	KCNA7_HUMAN	Q96RP8
NM_031889	ENAM_HUMAN	Q9NRM1
NM_001163079	CECR6_HUMAN	Q9BXQ6
NM_031890	CECR6_HUMAN	Q9BXQ6
NM_031891	CAD20_HUMAN	Q9HBT6
NM_031892	Q5JPT6_HUMAN	Q5JPT6
NM_001024666	SH3K1_HUMAN	Q96B97
NM_001184960	SH3K1_HUMAN	Q96B97
NM_031892	SH3K1_HUMAN	Q96B97
NM_031894	FHL17_HUMAN	Q9BXU8
NM_031895	CCG8_HUMAN	Q8WXS5
NM_031896	CCG7_HUMAN	P62955
NM_031897	A6NP74_HUMAN	A6NP74
NM_031898	TEKT3_HUMAN	Q9BXF9
NM_031899	A0A024R2U5_HUMAN	A0A024R2U5
NM_001278789	B3KPY8_HUMAN	B3KPY8
NM_001278790	B3KPY8_HUMAN	B3KPY8
NM_031899	B3KPY8_HUMAN	B3KPY8
NM_001278789	GORS1_HUMAN	Q9BQQ3
NM_001278790	GORS1_HUMAN	Q9BQQ3
NM_031899	GORS1_HUMAN	Q9BQQ3
NM_001306173	AGT2_HUMAN	Q9BYV1
NM_031900	AGT2_HUMAN	Q9BYV1
NM_018997	RT21_HUMAN	P82921
NM_031901	RT21_HUMAN	P82921
NM_018997	Q99768_HUMAN	Q99768
NM_031901	Q99768_HUMAN	Q99768
NM_031902	RT05_HUMAN	P82675
NM_031903	A4D1V4_HUMAN	A4D1V4
NM_031903	RM32_HUMAN	Q9BYC8
NM_001300832	FRMD8_HUMAN	Q9BZ67
NM_001300833	FRMD8_HUMAN	Q9BZ67
NM_031904	FRMD8_HUMAN	Q9BZ67
NM_001161009	ARM10_HUMAN	Q8N2F6
NM_001161010	ARM10_HUMAN	Q8N2F6
NM_001161011	ARM10_HUMAN	Q8N2F6
NM_001161012	ARM10_HUMAN	Q8N2F6
NM_001161013	ARM10_HUMAN	Q8N2F6
NM_031905	ARM10_HUMAN	Q8N2F6
NM_031907	UBP26_HUMAN	Q9BXU7
NM_031908	C1QT2_HUMAN	Q9BXJ5
NM_031909	C1QT4_HUMAN	Q9BXJ3
NM_001135170	C1QT7_HUMAN	Q9BXJ2
NM_001135171	C1QT7_HUMAN	Q9BXJ2
NM_031911	C1QT7_HUMAN	Q9BXJ2
NM_031913	ESYT3_HUMAN	A0FGR9
NM_031914	SYT16_HUMAN	Q17RD7
NM_001160308	SETB2_HUMAN	Q96T68
NM_031915	SETB2_HUMAN	Q96T68
NM_001201466	ROP1L_HUMAN	Q96C74
NM_031916	ROP1L_HUMAN	Q96C74
NM_031917	A0A024R7A9_HUMAN	A0A024R7A9
NM_031917	ANGL6_HUMAN	Q8NI99
NM_031918	KLF16_HUMAN	Q9BXK1
NM_001145313	FSD1L_HUMAN	Q9BXM9
NM_001287191	FSD1L_HUMAN	Q9BXM9
NM_001287192	FSD1L_HUMAN	Q9BXM9
NM_031919	FSD1L_HUMAN	Q9BXM9
NM_031921	ATD3B_HUMAN	Q5T9A4
NM_001286611	B2R7D3_HUMAN	B2R7D3
NM_031922	B2R7D3_HUMAN	B2R7D3
NM_001128617	REPS1_HUMAN	Q96D71
NM_001286611	REPS1_HUMAN	Q96D71
NM_001286612	REPS1_HUMAN	Q96D71
NM_031922	REPS1_HUMAN	Q96D71
NM_031923	TAF3_HUMAN	Q5VWG9
NM_031924	RSPH3_HUMAN	Q86UC2
NM_031925	T120A_HUMAN	Q9BXJ8
NM_001256277	A0A024QZ68_HUMAN	A0A024QZ68
NM_031934	A0A024QZ68_HUMAN	A0A024QZ68
NM_001144942	RAB34_HUMAN	Q9BZG1
NM_001256276	RAB34_HUMAN	Q9BZG1
NM_001256277	RAB34_HUMAN	Q9BZG1
NM_001256278	RAB34_HUMAN	Q9BZG1
NM_031934	RAB34_HUMAN	Q9BZG1
NM_031935	HMCN1_HUMAN	Q96RW7
NM_031936	G4XH66_HUMAN	G4XH66
NM_031936	GPR61_HUMAN	Q9BZJ8
NM_001204240	A7E244_HUMAN	A7E244
NM_031937	A7E244_HUMAN	A7E244
NM_031937	B7ZVY9_HUMAN	B7ZVY9
NM_001204240	TB10A_HUMAN	Q9BXI6
NM_031937	TB10A_HUMAN	Q9BXI6
NM_031938	B2RCV8_HUMAN	B2RCV8
NM_031939	A0A024R2B7_HUMAN	A0A024R2B7
NM_001127174	MSTRO_HUMAN	Q9BYG7
NM_001127175	MSTRO_HUMAN	Q9BYG7
NM_001127176	MSTRO_HUMAN	Q9BYG7
NM_031939	MSTRO_HUMAN	Q9BYG7
NM_031941	A0A024R7H3_HUMAN	A0A024R7H3
NM_001297703	USBP1_HUMAN	Q8N6Y0
NM_031941	USBP1_HUMAN	Q8N6Y0
NM_031944	A0A024R3T7_HUMAN	A0A024R3T7
NM_001282402	MIXL1_HUMAN	Q9H2W2
NM_031944	MIXL1_HUMAN	Q9H2W2
NM_031945	A0A087X235_HUMAN	A0A087X235
NM_001290212	F1T0E8_HUMAN	F1T0E8
NM_031945	F1T0E8_HUMAN	F1T0E8
NM_001290212	Q6PJ65_HUMAN	Q6PJ65
NM_031945	Q6PJ65_HUMAN	Q6PJ65
NM_001290212	TSN10_HUMAN	Q9H1Z9
NM_031945	TSN10_HUMAN	Q9H1Z9
NM_001281300	Q86XV5_HUMAN	Q86XV5
NM_031946	Q86XV5_HUMAN	Q86XV5
NM_001042535	AGAP3_HUMAN	Q96P47
NM_001281300	AGAP3_HUMAN	Q96P47
NM_031946	AGAP3_HUMAN	Q96P47
NM_031947	ORNT2_HUMAN	Q9BXI2
NM_031948	PRS27_HUMAN	Q9BQR3
NM_031949	TTLL2_HUMAN	Q9BWV7
NM_031950	FGFP2_HUMAN	Q9BYJ0
NM_031951	WDR87_HUMAN	Q6ZQQ6
NM_031952	SPAT9_HUMAN	Q9BWV2
NM_031953	B3KTI8_HUMAN	B3KTI8
NM_031953	SNX25_HUMAN	Q9H3E2
NM_031954	A0A024RBJ2_HUMAN	A0A024RBJ2
NM_031954	BACD3_HUMAN	Q9H3F6
NM_031955	SPT16_HUMAN	Q9BXB7
NM_001300761	TTC29_HUMAN	Q8NA56
NM_031956	TTC29_HUMAN	Q8NA56
NM_031956	Q8TC83_HUMAN	Q8TC83
NM_031957	KRA15_HUMAN	Q9BYS1
NM_031958	KRA31_HUMAN	Q9BYR8
NM_031959	KRA32_HUMAN	Q9BYR7
NM_031960	KRA48_HUMAN	Q9BYQ9
NM_031961	KRA92_HUMAN	Q9BYQ4
NM_031962	KRA93_HUMAN	Q9BYQ3
NM_031963	KRA98_HUMAN	Q9BYQ0
NM_031964	KR171_HUMAN	Q9BYP8
NM_031965	A0PJ70_HUMAN	A0PJ70
NM_031965	HASP_HUMAN	Q8TF76
NM_031966	CCNB1_HUMAN	P14635
NM_001038618	NARF_HUMAN	Q9UHQ1
NM_001083608	NARF_HUMAN	Q9UHQ1
NM_012336	NARF_HUMAN	Q9UHQ1
NM_031968	NARF_HUMAN	Q9UHQ1
NM_001098620	PCBP2_HUMAN	Q15366
NM_001128911	PCBP2_HUMAN	Q15366
NM_001128912	PCBP2_HUMAN	Q15366
NM_001128913	PCBP2_HUMAN	Q15366
NM_001128914	PCBP2_HUMAN	Q15366
NM_005016	PCBP2_HUMAN	Q15366
NM_031989	PCBP2_HUMAN	Q15366
NM_002819	PTBP1_HUMAN	P26599
NM_031990	PTBP1_HUMAN	P26599
NM_031991	PTBP1_HUMAN	P26599
NM_022170	IF4H_HUMAN	Q15056
NM_031992	IF4H_HUMAN	Q15056
NM_018912	PCDG1_HUMAN	Q9Y5H4
NM_031993	PCDG1_HUMAN	Q9Y5H4
NM_018915	PCDG2_HUMAN	Q9Y5H1
NM_032009	PCDG2_HUMAN	Q9Y5H1
NM_018916	PCDG3_HUMAN	Q9Y5H0
NM_032011	PCDG3_HUMAN	Q9Y5H0
NM_032012	TM245_HUMAN	Q9H330
NM_022477	NDRG3_HUMAN	Q9UGV2
NM_032013	NDRG3_HUMAN	Q9UGV2
NM_032014	RT24_HUMAN	Q96EL2
NM_032015	RNF26_HUMAN	Q9BY78
NM_032016	A0A024RA89_HUMAN	A0A024RA89
NM_032016	MENTO_HUMAN	O95772
NM_001282546	STK40_HUMAN	Q8N2I9
NM_001282547	STK40_HUMAN	Q8N2I9
NM_032017	STK40_HUMAN	Q8N2I9
NM_032018	A0A024R3U2_HUMAN	A0A024R3U2
NM_001010984	SPRTN_HUMAN	Q9H040
NM_001261462	SPRTN_HUMAN	Q9H040
NM_032018	SPRTN_HUMAN	Q9H040
NM_001159286	HDA10_HUMAN	Q969S8
NM_032019	HDA10_HUMAN	Q969S8
NM_032020	FUCO2_HUMAN	Q9BTY2
NM_032021	TM133_HUMAN	Q9H2Q1
NM_032023	RASF4_HUMAN	Q9H2L5
NM_032024	CJ011_HUMAN	Q9H2I8
NM_032025	EIF2A_HUMAN	Q9BY44
NM_001146160	TATD1_HUMAN	Q6P1N9
NM_032026	TATD1_HUMAN	Q6P1N9
NM_032027	TM2D1_HUMAN	Q9BX74
NM_032028	A0ZT98_HUMAN	A0ZT98
NM_032028	TSSK1_HUMAN	Q9BXA7
NM_001122979	FCAMR_HUMAN	Q8WWV6
NM_032029	FCAMR_HUMAN	Q8WWV6
NM_001174089	S4A11_HUMAN	Q8NBS3
NM_001174090	S4A11_HUMAN	Q8NBS3
NM_032034	S4A11_HUMAN	Q8NBS3
NM_032036	I27L2_HUMAN	Q9H2X8
NM_032037	A0A024R7Q5_HUMAN	A0A024R7Q5
NM_032037	TSSK6_HUMAN	Q9BXA6
NM_001142448	SPNS1_HUMAN	Q9H2V7
NM_001142449	SPNS1_HUMAN	Q9H2V7
NM_001142450	SPNS1_HUMAN	Q9H2V7
NM_001142451	SPNS1_HUMAN	Q9H2V7
NM_032038	SPNS1_HUMAN	Q9H2V7
NM_001284497	ITFG3_HUMAN	Q9H0X4
NM_032039	ITFG3_HUMAN	Q9H0X4
NM_032040	G8IFA7_HUMAN	G8IFA7
NM_032040	CCDC8_HUMAN	Q9H0W5
NM_001040624	B2RB70_HUMAN	B2RB70
NM_001040625	B2RB70_HUMAN	B2RB70
NM_001040626	B2RB70_HUMAN	B2RB70
NM_001040627	B2RB70_HUMAN	B2RB70
NM_001040628	B2RB70_HUMAN	B2RB70
NM_001040629	B2RB70_HUMAN	B2RB70
NM_001040630	B2RB70_HUMAN	B2RB70
NM_032041	B2RB70_HUMAN	B2RB70
NM_001040624	NCALD_HUMAN	P61601
NM_001040625	NCALD_HUMAN	P61601
NM_001040626	NCALD_HUMAN	P61601
NM_001040627	NCALD_HUMAN	P61601
NM_001040628	NCALD_HUMAN	P61601
NM_001040629	NCALD_HUMAN	P61601
NM_001040630	NCALD_HUMAN	P61601
NM_032041	NCALD_HUMAN	P61601
NM_032042	A0A024RAL9_HUMAN	A0A024RAL9
NM_001163417	F172A_HUMAN	Q8WUF8
NM_001163418	F172A_HUMAN	Q8WUF8
NM_032042	F172A_HUMAN	Q8WUF8
NM_032043	A0A024QZ45_HUMAN	A0A024QZ45
NM_032043	FANCJ_HUMAN	Q9BX63
NM_001159352	A0A024R0M1_HUMAN	A0A024R0M1
NM_032044	A0A024R0M1_HUMAN	A0A024R0M1
NM_001159352	REG4_HUMAN	Q9BYZ8
NM_001159353	REG4_HUMAN	Q9BYZ8
NM_032044	REG4_HUMAN	Q9BYZ8
NM_001039570	KREM1_HUMAN	Q96MU8
NM_032045	KREM1_HUMAN	Q96MU8
NM_032047	B3GN5_HUMAN	Q9BYG0
NM_032048	EMIL2_HUMAN	Q9BXX0
NM_032049	A0A0A0MSE3_HUMAN	A0A0A0MSE3
NM_032050	A0A024R1F8_HUMAN	A0A024R1F8
NM_032052	A0A024R1H7_HUMAN	A0A024R1H7
NM_014323	PATZ1_HUMAN	Q9HBE1
NM_032050	PATZ1_HUMAN	Q9HBE1
NM_032051	PATZ1_HUMAN	Q9HBE1
NM_032052	PATZ1_HUMAN	Q9HBE1
NM_032053	A0A087WTI2_HUMAN	A0A087WTI2
NM_018917	PCDG4_HUMAN	Q9Y5G9
NM_032053	PCDG4_HUMAN	Q9Y5G9
NM_018918	PCDG5_HUMAN	Q9Y5G8
NM_032054	PCDG5_HUMAN	Q9Y5G8
NM_018919	PCDG6_HUMAN	Q9Y5G7
NM_032086	PCDG6_HUMAN	Q9Y5G7
NM_018920	PCDG7_HUMAN	Q9Y5G6
NM_032087	PCDG7_HUMAN	Q9Y5G6
NM_014004	PCDG8_HUMAN	Q9Y5G5
NM_032088	PCDG8_HUMAN	Q9Y5G5
NM_018921	PCDG9_HUMAN	Q9Y5G4
NM_032089	PCDG9_HUMAN	Q9Y5G4
NM_018913	PCDGA_HUMAN	Q9Y5H3
NM_032090	PCDGA_HUMAN	Q9Y5H3
NM_018914	PCDGB_HUMAN	Q9Y5H2
NM_032091	PCDGB_HUMAN	Q9Y5H2
NM_032092	PCDGB_HUMAN	Q9Y5H2
NM_003735	PCDGC_HUMAN	O60330
NM_032094	PCDGC_HUMAN	O60330
NM_018922	PCDGD_HUMAN	Q9Y5G3
NM_032095	PCDGD_HUMAN	Q9Y5G3
NM_018923	PCDGE_HUMAN	Q9Y5G2
NM_032096	PCDGE_HUMAN	Q9Y5G2
NM_032097	A0A087X0F0_HUMAN	A0A087X0F0
NM_018924	PCDGF_HUMAN	Q9Y5G1
NM_032097	PCDGF_HUMAN	Q9Y5G1
NM_003736	PCDGG_HUMAN	Q9UN71
NM_032098	PCDGG_HUMAN	Q9UN71
NM_018925	PCDGH_HUMAN	Q9Y5G0
NM_032099	PCDGH_HUMAN	Q9Y5G0
NM_018926	PCDGI_HUMAN	Q9Y5F9
NM_032100	PCDGI_HUMAN	Q9Y5F9
NM_018927	PCDGJ_HUMAN	Q9Y5F8
NM_032101	PCDGJ_HUMAN	Q9Y5F8
NM_032102	A0A024R3A8_HUMAN	A0A024R3A8
NM_032102	SRSF8_HUMAN	Q9BRL6
NM_001167857	MYPT2_HUMAN	O60237
NM_001167858	MYPT2_HUMAN	O60237
NM_001197131	MYPT2_HUMAN	O60237
NM_002481	MYPT2_HUMAN	O60237
NM_032103	MYPT2_HUMAN	O60237
NM_032104	MYPT2_HUMAN	O60237
NM_015478	LMBL1_HUMAN	Q9Y468
NM_032107	LMBL1_HUMAN	Q9Y468
NM_032108	SEM6B_HUMAN	Q9H3T3
NM_032109	OTP_HUMAN	Q5XKR4
NM_032110	DMTA2_HUMAN	Q96SC8
NM_032111	A0A024RD78_HUMAN	A0A024RD78
NM_032111	RM14_HUMAN	Q6P1L8
NM_032112	A8K4V4_HUMAN	A8K4V4
NM_001135105	KCNKG_HUMAN	Q96T55
NM_001135106	KCNKG_HUMAN	Q96T55
NM_001135107	KCNKG_HUMAN	Q96T55
NM_032115	KCNKG_HUMAN	Q96T55
NM_001014380	A0A024RDP8_HUMAN	A0A024RDP8
NM_032116	A0A024RDP8_HUMAN	A0A024RDP8
NM_001014380	KATL1_HUMAN	Q9BW62
NM_032116	KATL1_HUMAN	Q9BW62
NM_032117	MND1_HUMAN	Q9BWT6
NM_032118	WDR54_HUMAN	Q9H977
NM_032119	GPR98_HUMAN	Q8WXG9
NM_032120	RBM48_HUMAN	Q5RL73
NM_032121	A0A087WU53_HUMAN	A0A087WU53
NM_032121	MAGT1_HUMAN	Q9H0U3
NM_032123	A0A0A0MQV3_HUMAN	A0A0A0MQV3
NM_032124	HDHD2_HUMAN	Q9H0R4
NM_032124	V9HW73_HUMAN	V9HW73
NM_032125	TM222_HUMAN	Q9H0R3
NM_001170722	TEX35_HUMAN	Q5T0J7
NM_001170723	TEX35_HUMAN	Q5T0J7
NM_001170724	TEX35_HUMAN	Q5T0J7
NM_032126	TEX35_HUMAN	Q5T0J7
NM_001098794	F16A2_HUMAN	Q8N612
NM_032127	F16A2_HUMAN	Q8N612
NM_001029998	NTCP7_HUMAN	Q0GE19
NM_001300842	NTCP7_HUMAN	Q0GE19
NM_032128	NTCP7_HUMAN	Q0GE19
NM_001160184	PKHN1_HUMAN	Q494U1
NM_032129	PKHN1_HUMAN	Q494U1
NM_032130	A0A024R129_HUMAN	A0A024R129
NM_032130	F186B_HUMAN	Q8IYM0
NM_001286609	ARMC2_HUMAN	Q8NEN0
NM_032131	ARMC2_HUMAN	Q8NEN0
NM_001199829	HORM1_HUMAN	Q86X24
NM_032132	HORM1_HUMAN	Q86X24
NM_032133	B4DZQ1_HUMAN	B4DZQ1
NM_032133	MYBPP_HUMAN	Q8TBZ2
NM_032134	QRIC2_HUMAN	Q9H0J4
NM_032135	FSCB_HUMAN	Q5H9T9
NM_032136	TKTL2_HUMAN	Q9H0I9
NM_001184957	CC020_HUMAN	Q8ND61
NM_001184958	CC020_HUMAN	Q8ND61
NM_032137	CC020_HUMAN	Q8ND61
NM_032138	KBTB7_HUMAN	Q8WVZ9
NM_032139	ANR27_HUMAN	Q96NW4
NM_032140	ENKD1_HUMAN	Q9H0I2
NM_001261467	NSRP1_HUMAN	Q9H0G5
NM_032141	NSRP1_HUMAN	Q9H0G5
NM_032142	B7ZMF0_HUMAN	B7ZMF0
NM_032142	Q9HCK3_HUMAN	Q9HCK3
NM_001286568	ZRAB3_HUMAN	Q5FWF4
NM_032143	ZRAB3_HUMAN	Q5FWF4
NM_032144	RAB6C_HUMAN	Q9H0N0
NM_032145	FBX30_HUMAN	Q8TB52
NM_001042403	A0A024RBD7_HUMAN	A0A024RBD7
NM_001278393	A0A024RBD7_HUMAN	A0A024RBD7
NM_032147	A0A024RBD7_HUMAN	A0A024RBD7
NM_001042403	UBP44_HUMAN	Q9H0E7
NM_001278393	UBP44_HUMAN	Q9H0E7
NM_032147	UBP44_HUMAN	Q9H0E7
NM_032148	S41A2_HUMAN	Q96JW4
NM_032149	CD017_HUMAN	Q53FE4
NM_032151	PHS2_HUMAN	Q9H0N5
NM_032152	PRAM_HUMAN	Q96QH2
NM_001168378	ZIC4_HUMAN	Q8N9L1
NM_001168379	ZIC4_HUMAN	Q8N9L1
NM_001243256	ZIC4_HUMAN	Q8N9L1
NM_032153	ZIC4_HUMAN	Q8N9L1
NM_001011663	PCGF6_HUMAN	Q9BYE7
NM_032154	PCGF6_HUMAN	Q9BYE7
NM_001002259	CAPR2_HUMAN	Q6IMN6
NM_001206856	CAPR2_HUMAN	Q6IMN6
NM_023925	CAPR2_HUMAN	Q6IMN6
NM_032156	CAPR2_HUMAN	Q6IMN6
NM_032160	DSEL_HUMAN	Q8IZU8
NM_032164	ZN394_HUMAN	Q53GI3
NM_032166	A0A024R307_HUMAN	A0A024R307
NM_032167	SNX29_HUMAN	Q8TEQ0
NM_001303096	WDR75_HUMAN	Q8IWA0
NM_032168	WDR75_HUMAN	Q8IWA0
NM_032169	ACD11_HUMAN	Q709F0
NM_001098802	CEP78_HUMAN	Q5JTW2
NM_032171	CEP78_HUMAN	Q5JTW2
NM_032172	UBP42_HUMAN	Q9H9J4
NM_001206998	ZNRF3_HUMAN	Q9ULT6
NM_032173	ZNRF3_HUMAN	Q9ULT6
NM_001286373	TM40L_HUMAN	Q969M1
NM_032174	TM40L_HUMAN	Q969M1
NM_001284430	UTP15_HUMAN	Q8TED0
NM_001284431	UTP15_HUMAN	Q8TED0
NM_032175	UTP15_HUMAN	Q8TED0
NM_032177	PHAX_HUMAN	Q9H814
NM_032178	S7A6O_HUMAN	Q96CW6
NM_001201543	F161A_HUMAN	Q3B820
NM_032180	F161A_HUMAN	Q3B820
NM_001135032	EVA1A_HUMAN	Q9H8M9
NM_032181	EVA1A_HUMAN	Q9H8M9
NM_032182	F175B_HUMAN	Q15018
NM_032184	SYDE2_HUMAN	Q5VT97
NM_032189	E9PEJ6_HUMAN	E9PEJ6
NM_015205	AT11A_HUMAN	P98196
NM_032189	AT11A_HUMAN	P98196
NM_015205	Q659C3_HUMAN	Q659C3
NM_032189	Q659C3_HUMAN	Q659C3
NM_015205	Q6PJ25_HUMAN	Q6PJ25
NM_032189	Q6PJ25_HUMAN	Q6PJ25
NM_032192	B3KVQ9_HUMAN	B3KVQ9
NM_032193	A0A024R5B3_HUMAN	A0A024R5B3
NM_032193	RNH2C_HUMAN	Q8TDP1
NM_032194	RPF2_HUMAN	Q9H7B2
NM_001244638	ARI5B_HUMAN	Q14865
NM_032199	ARI5B_HUMAN	Q14865
NM_032204	A0A024R1F9_HUMAN	A0A024R1F9
NM_001242906	ASCC2_HUMAN	Q9H1I8
NM_032204	ASCC2_HUMAN	Q9H1I8
NM_032206	Q6MZW3_HUMAN	Q6MZW3
NM_032206	NLRC5_HUMAN	Q86WI3
NM_032206	Q9H6Y0_HUMAN	Q9H6Y0
NM_032207	CS044_HUMAN	Q9H6X5
NM_032208	Q53FL1_HUMAN	Q53FL1
NM_032211	LOXL4_HUMAN	Q96JB6
NM_001135021	ELMD3_HUMAN	Q96FG2
NM_001135022	ELMD3_HUMAN	Q96FG2
NM_001135023	ELMD3_HUMAN	Q96FG2
NM_032213	ELMD3_HUMAN	Q96FG2
NM_001294341	MFSD7_HUMAN	Q6UXD7
NM_001294342	MFSD7_HUMAN	Q6UXD7
NM_032219	MFSD7_HUMAN	Q6UXD7
NM_032221	CHD6_HUMAN	Q8TD26
NM_032222	F188B_HUMAN	Q4G0A6
NM_032223	PCX3_HUMAN	Q9H6A9
NM_001289119	Q05DN1_HUMAN	Q05DN1
NM_032226	Q05DN1_HUMAN	Q05DN1
NM_001289119	ZCHC7_HUMAN	Q8N3Z6
NM_001289120	ZCHC7_HUMAN	Q8N3Z6
NM_001289121	ZCHC7_HUMAN	Q8N3Z6
NM_032226	ZCHC7_HUMAN	Q8N3Z6
NM_017698	TM164_HUMAN	Q5U3C3
NM_032227	TM164_HUMAN	Q5U3C3
NM_032228	FACR1_HUMAN	Q8WVX9
NM_032229	SLIK6_HUMAN	Q9H5Y7
NM_032230	MET25_HUMAN	Q8N6Q8
NM_001014812	FA96A_HUMAN	Q9H5X1
NM_001289108	FA96A_HUMAN	Q9H5X1
NM_032231	FA96A_HUMAN	Q9H5X1
NM_032233	A0A024R6K3_HUMAN	A0A024R6K3
NM_001032730	UBP48_HUMAN	Q86UV5
NM_032236	UBP48_HUMAN	Q86UV5
NM_001277971	SG196_HUMAN	Q9H5K3
NM_032237	SG196_HUMAN	Q9H5K3
NM_032239	G3V0E9_HUMAN	G3V0E9
NM_032242	PLXA1_HUMAN	Q9UIW2
NM_001098529	TXND2_HUMAN	Q86VQ3
NM_032243	TXND2_HUMAN	Q86VQ3
NM_032246	MEX3B_HUMAN	Q6ZN04
NM_032250	A20A1_HUMAN	Q5TYW2
NM_032251	CC88B_HUMAN	A6NC98
NM_032251	B2RTU8_HUMAN	B2RTU8
NM_001286213	TM117_HUMAN	Q9H0C3
NM_032256	TM117_HUMAN	Q9H0C3
NM_001146192	ZMY12_HUMAN	Q9H0C1
NM_032257	ZMY12_HUMAN	Q9H0C1
NM_032258	TBC3F_HUMAN	A6NER0
NM_032259	WDR24_HUMAN	Q96S15
NM_001037866	RGPD5_HUMAN	Q99666
NM_001123363	RGPD5_HUMAN	Q99666
NM_005054	RGPD5_HUMAN	Q99666
NM_032260	RGPD5_HUMAN	Q99666
NM_001142854	SPC1L_HUMAN	Q9H0A9
NM_032261	SPC1L_HUMAN	Q9H0A9
NM_001134435	IQCG_HUMAN	Q9H095
NM_032263	IQCG_HUMAN	Q9H095
NM_001256416	NBPF3_HUMAN	Q9H094
NM_001256417	NBPF3_HUMAN	Q9H094
NM_032264	NBPF3_HUMAN	Q9H094
NM_001136046	ZMY15_HUMAN	Q9H091
NM_001267822	ZMY15_HUMAN	Q9H091
NM_032265	ZMY15_HUMAN	Q9H091
NM_032266	CB016_HUMAN	Q68DN1
NM_032268	ZNRF1_HUMAN	Q8ND25
NM_001289162	DRC7_HUMAN	Q8IY82
NM_001289163	DRC7_HUMAN	Q8IY82
NM_032269	DRC7_HUMAN	Q8IY82
NM_032270	LRC8C_HUMAN	Q8TDW0
NM_032271	B3KQY7_HUMAN	B3KQY7
NM_032271	TRAF7_HUMAN	Q6Q0C0
NM_032272	MAF1_HUMAN	Q9H063
NM_001244735	T126A_HUMAN	Q9H061
NM_032273	T126A_HUMAN	Q9H061
NM_001167608	A0A024R455_HUMAN	A0A024R455
NM_032276	A0A024R455_HUMAN	A0A024R455
NM_001167608	RHBL4_HUMAN	Q8TEB9
NM_032276	RHBL4_HUMAN	Q8TEB9
NM_032279	B3KU47_HUMAN	B3KU47
NM_032279	AT134_HUMAN	Q4VNC1
NM_001131035	A0A024RAL5_HUMAN	A0A024RAL5
NM_001131036	A0A024RAL5_HUMAN	A0A024RAL5
NM_032280	A0A024RAL5_HUMAN	A0A024RAL5
NM_001131035	ZCHC9_HUMAN	Q8N567
NM_001131036	ZCHC9_HUMAN	Q8N567
NM_032280	ZCHC9_HUMAN	Q8N567
