P01023	A2MG_HUMAN	NM_000014
Q5NUL3	FFAR4_HUMAN	NM_001195755,NM_181745
Q96G23	CERS2_HUMAN	NM_022075,NM_181746
O43913	ORC5_HUMAN	NM_002553,NM_181747
Q53FC8	Q53FC8_HUMAN	NM_002553,NM_181747
P28845	DHI1_HUMAN	NM_001206741,NM_005525,NM_181755
X5D2L1	X5D2L1_HUMAN	NM_001206741,NM_005525,NM_181755
A6NK53	ZN233_HUMAN	NM_001207005,NM_181756
P49459	UBE2A_HUMAN	NM_001282161,NM_003336,NM_181762
B7TQM3	B7TQM3_HUMAN	NM_181773
Q6NTF7	ABC3H_HUMAN	NM_001166002,NM_001166003,NM_001166004,NM_181773
Q495N2	S36A3_HUMAN	NM_001145017,NM_181774
Q9HCM2	PLXA4_HUMAN	NM_001105543,NM_020911,NM_181775
Q495M3	S36A2_HUMAN	NM_181776
Q7Z6A9	BTLA_HUMAN	NM_001085357,NM_181780
Q8N3C8	Q8N3C8_HUMAN	NM_001122842,NM_001199619,NM_001199620,NM_001199621,NM_001199622,NM_181782
Q8NI08	NCOA7_HUMAN	NM_001122842,NM_001199619,NM_001199620,NM_001199621,NM_001199622,NM_181782
A8K321	A8K321_HUMAN	NM_181783
Q6ZXV5	TMTC3_HUMAN	NM_181783
B3KPL5	B3KPL5_HUMAN	NM_001128210,NM_181784
Q7Z698	SPRE2_HUMAN	NM_001128210,NM_181784
A0A024RDN9	A0A024RDN9_HUMAN	NM_181785
Q7Z3Q1	S46A3_HUMAN	NM_001135919,NM_181785
P10072	HKR1_HUMAN	NM_181786
A0A024R9F2	A0A024R9F2_HUMAN	NM_181787
Q7Z388	D19L4_HUMAN	NM_181787
Q75WM6	H1FNT_HUMAN	NM_181788
Q6ZMI3	GLDN_HUMAN	NM_181789
Q7Z601	GP142_HUMAN	NM_181790
Q7Z602	GP141_HUMAN	NM_181791
Q9C010	IPKB_HUMAN	NM_001270393,NM_001270394,NM_001270395,NM_032471,NM_181794,NM_181795
P51787	KCNQ1_HUMAN	NM_000218,NM_181798
O00762	UBE2C_HUMAN	NM_001281741,NM_001281742,NM_007019,NM_181799,NM_181800,NM_181801
Q549H9	Q549H9_HUMAN	NM_001281444,NM_001281445,NM_007066,NM_181804,NM_181805
Q9Y2B9	IPKG_HUMAN	NM_001281444,NM_001281445,NM_007066,NM_181804,NM_181805
B4E2K0	B4E2K0_HUMAN	NM_001286668,NM_001286669,NM_001286670,NM_001286671,NM_181806
Q4L235	ACSF4_HUMAN	NM_001286668,NM_001286669,NM_001286670,NM_001286671,NM_001286672,NM_181806
P59894	DCDC1_HUMAN	NM_181807
Q7Z5Q5	DPOLN_HUMAN	NM_181808
Q7Z5Y6	BMP8A_HUMAN	NM_181809
Q7Z5M8	AB12B_HUMAN	NM_001206673,NM_181814
A0A024R1I0	A0A024R1I0_HUMAN	NM_181828
A0A024R1F6	A0A024R1F6_HUMAN	NM_181829
A0A024R1D9	A0A024R1D9_HUMAN	NM_181830,NM_181831
A0A024R1J9	A0A024R1J9_HUMAN	NM_016418,NM_181825,NM_181832
P35240	MERL_HUMAN	NM_000268,NM_016418,NM_181825,NM_181828,NM_181829,NM_181830,NM_181831,NM_181832,NM_181833
Q9Y3B3	TMED7_HUMAN	NM_001164469,NM_181836
Q9UBD5	ORC3_HUMAN	NM_001197259,NM_012381,NM_181837
P62837	UB2D2_HUMAN	NM_003339,NM_181838
A0A024R7Y9	A0A024R7Y9_HUMAN	NM_006823,NM_181839
P61925	IPKA_HUMAN	NM_006823,NM_181839
Q7Z418	KCNKI_HUMAN	NM_181840
Q9Y330	ZBT12_HUMAN	NM_181842
Q8WV74	NUDT8_HUMAN	NM_001243750,NM_181843
A8KA13	A8KA13_HUMAN	NM_181844
Q8N143	BCL6B_HUMAN	NM_181844
Q8N7M2	ZN283_HUMAN	NM_001297752,NM_181845
P10073	ZSC22_HUMAN	NM_181846
A0A024R127	A0A024R127_HUMAN	NM_001143668,NM_181847
Q86SJ2	AMGO2_HUMAN	NM_001143668,NM_181847
O00154	BACH_HUMAN	NM_007274,NM_181864,NM_181865,NM_181866
O14727	APAF_HUMAN	NM_001160,NM_013229,NM_181861,NM_181868,NM_181869
P30613	KPYR_HUMAN	NM_000298,NM_181871
Q05C20	Q05C20_HUMAN	NM_001130865,NM_006557,NM_181872
Q9Y5R5	DMRT2_HUMAN	NM_001130865,NM_006557,NM_181872
A4FU01	MTMRB_HUMAN	NM_001145862,NM_181873
B2R693	B2R693_HUMAN	NM_000844,NM_181874
B9EGG9	B9EGG9_HUMAN	NM_181874
Q14831	GRM7_HUMAN	NM_000844,NM_181874
Q9Y2T4	2ABG_HUMAN	NM_001206994,NM_001206995,NM_001206996,NM_020416,NM_181876
Q7Z7L9	ZSCA2_HUMAN	NM_001007072,NM_017894,NM_181877
O14598	VCY1_HUMAN	NM_004679,NM_181880
Q9BXM0	PRAX_HUMAN	NM_020956,NM_181882
Q8TDU9	RL3R2_HUMAN	NM_181885
A0A024RDH2	A0A024RDH2_HUMAN	NM_003340,NM_181886,NM_181887,NM_181888,NM_181889,NM_181890,NM_181891
P61077	UB2D3_HUMAN	NM_003340,NM_181886,NM_181887,NM_181888,NM_181889,NM_181890,NM_181891,NM_181892,NM_181893
Q06190	P2R3A_HUMAN	NM_001190447,NM_002718,NM_181897
Q9NSY2	STAR5_HUMAN	NM_181900
A6NI73	LIRA5_HUMAN	NM_021250,NM_181879,NM_181985,NM_181986
Q16206	ENOX2_HUMAN	NM_001281736,NM_006375,NM_182314
O75582	KS6A5_HUMAN	NM_004755,NM_182398
A0A024R5Z9	A0A024R5Z9_HUMAN	NM_182470,NM_182471
P14618	KPYM_HUMAN	NM_001206796,NM_001206797,NM_001206798,NM_001206799,NM_002654,NM_182470,NM_182471
B7ZKW7	B7ZKW7_HUMAN	NM_001281766,NM_182472
P54756	EPHA5_HUMAN	NM_004439,NM_182472
Q9Y2Z9	COQ6_HUMAN	NM_182476,NM_182480
Q86Y29	BAGE3_HUMAN	NM_182481
Q86Y27	BAGE5_HUMAN	NM_182484
A0A024R1J0	A0A024R1J0_HUMAN	NM_031910,NM_182486
Q9BXI9	C1QT6_HUMAN	NM_031910,NM_182486
Q68BL7	OLM2A_HUMAN	NM_001282715,NM_182487
O75317	UBP12_HUMAN	NM_182488
Q7Z7C7	STRA8_HUMAN	NM_182489
Q658S5	Q658S5_HUMAN	NM_001289166,NM_001289167,NM_001289168,NM_001289169,NM_001289170,NM_001289171,NM_001289172,NM_001289173,NM_182490
Q86WZ6	ZN227_HUMAN	NM_001289166,NM_001289167,NM_001289168,NM_001289169,NM_001289170,NM_182490
Q8N6M9	ZFN2A_HUMAN	NM_182491
A4QPB2	LRP5L_HUMAN	NM_001135772,NM_182492
Q32MK0	MYLK3_HUMAN	NM_001308301,NM_182493
Q96DL1	NXPE2_HUMAN	NM_182495
Q502W7	CCD38_HUMAN	NM_182496
Q6A162	K1C40_HUMAN	NM_182497
I6L9C8	I6L9C8_HUMAN	NM_182498
Q96B54	ZN428_HUMAN	NM_182498
Q5VZ19	TDR10_HUMAN	NM_001098475,NM_182499
Q96LR7	CB050_HUMAN	NM_182500
Q7Z6M4	MTEF4_HUMAN	NM_182501
Q86T26	TM11B_HUMAN	NM_182502
Q7Z6V5	ADAT2_HUMAN	NM_001286259,NM_182503
Q6UE05	WBS28_HUMAN	NM_182504
Q96MD7	CI085_HUMAN	NM_182505
Q96LZ2	MAGBA_HUMAN	NM_182506
Q6KB66	K2C80_HUMAN	NM_001081492,NM_182507
Q8N7L0	F216B_HUMAN	NM_182508
A0A024R380	A0A024R380_HUMAN	NM_182511
Q8IUK8	CBLN2_HUMAN	NM_182511
Q8NBT2	SPC24_HUMAN	NM_182513
A0A087WU35	A0A087WU35_HUMAN	NM_182515
Q96N38	ZN714_HUMAN	NM_182515
Q8IVY1	CA210_HUMAN	NM_001164829,NM_182517
P59827	BPIB4_HUMAN	NM_182519
Q8WYQ4	CV015_HUMAN	NM_182520
Q8NEG5	ZSWM2_HUMAN	NM_182521
A0A024R369	A0A024R369_HUMAN	NM_001005527,NM_182522
Q96LR4	F19A4_HUMAN	NM_001005527,NM_182522
Q7Z7K0	COXM1_HUMAN	NM_182523
Q7Z3I0	Q7Z3I0_HUMAN	NM_001286052,NM_001286053,NM_001286054,NM_182524
A0A024R699	A0A024R699_HUMAN	NM_182526
Q8NBD8	T229B_HUMAN	NM_182526
Q86V35	CABP7_HUMAN	NM_182527
Q7Z5L3	C1QL2_HUMAN	NM_182528
Q7Z6K1	THAP5_HUMAN	NM_001130475,NM_001287598,NM_001287599,NM_001287601,NM_182529
Q96LU7	MRFL_HUMAN	NM_182530
Q96MU6	ZN778_HUMAN	NM_182531
Q8N0U2	TMM61_HUMAN	NM_182532
Q6NZ36	FAP20_HUMAN	NM_001256945,NM_001256946,NM_001256947,NM_001282670,NM_001282671,NM_001282672,NM_001282673,NM_182533
Q86XP6	GKN2_HUMAN	NM_182536
F6WC43	F6WC43_HUMAN	NM_182537
Q70Z44	5HT3D_HUMAN	NM_001145143,NM_001163646,NM_182537
Q6ZMD2	SPNS3_HUMAN	NM_182538
Q5JU00	TCTE1_HUMAN	NM_182539
Q5JSJ4	DX26B_HUMAN	NM_182540
Q5JXX7	TMM31_HUMAN	NM_182541
Q5W0A0	ERI6B_HUMAN	NM_182542
Q8TEA1	NSUN6_HUMAN	NM_182543
Q8TAG5	VTM2A_HUMAN	NM_182546
Q7Z7H5	TMED4_HUMAN	NM_001303058,NM_001303060,NM_182547
Q8TAF8	TMHS_HUMAN	NM_182548
Q6UWP7	LCLT1_HUMAN	NM_001002257,NM_001304445,NM_182551
A2RRH5	WDR27_HUMAN	NM_001202550,NM_182552
Q6PI25	CNIH2_HUMAN	NM_182553
Q8N6V4	CJ053_HUMAN	NM_001042427,NM_182554
Q8N413	S2545_HUMAN	NM_001077241,NM_001278250,NM_001278251,NM_001300820,NM_182556
Q86UU0	BCL9L_HUMAN	NM_182557
Q86WS5	TMPSC_HUMAN	NM_182559
Q52M58	CN177_HUMAN	NM_182560
Q8N8A8	F169B_HUMAN	NM_182562
Q6PL45	BRID5_HUMAN	NM_182563
Q8IYN6	UBAD2_HUMAN	NM_182565
Q7Z5L0	VMO1_HUMAN	NM_001144939,NM_001144940,NM_001144941,NM_182566
Q8N9F7	GDPD1_HUMAN	NM_001165993,NM_001165994,NM_182569
Q8NBB4	ZSCA1_HUMAN	NM_182572
Q6UWN5	LYPD5_HUMAN	NM_001031749,NM_001288763,NM_182573
Q6ZN01	MASTR_HUMAN	NM_001130915,NM_001297753,NM_182574
Q8IYV9	IZUM1_HUMAN	NM_182575
Q3SX64	OD3L2_HUMAN	NM_182577
Q8N1Q8	ACO15_HUMAN	NM_182578
Q6ZQS1	Q6ZQS1_HUMAN	NM_001134400,NM_001134403,NM_001134404,NM_182580
Q8N8Q1	C56D1_HUMAN	NM_001134400,NM_001134402,NM_182580
Q5T0L3	CA111_HUMAN	NM_182581
Q8NBC4	CT203_HUMAN	NM_182584
Q8N2C7	UNC80_HUMAN	NM_032504,NM_182587
Q7Z3J3	RGPD4_HUMAN	NM_182588
Q8N8F6	YIPF7_HUMAN	NM_182592
Q8N9F8	ZN454_HUMAN	NM_001178089,NM_001178090,NM_182594
Q8N7R1	P1L12_HUMAN	NM_182595
Q8N8F7	LSME1_HUMAN	NM_001134468,NM_182597
Q5SXH7	PKHS1_HUMAN	NM_001193434,NM_001193435,NM_024889,NM_182601
Q8N9B4	ANR42_HUMAN	NM_001300972,NM_001300973,NM_001300975,NM_001300976,NM_001300977,NM_182603
A0A0A0MR82	A0A0A0MR82_HUMAN	NM_182606
A8KA85	A8KA85_HUMAN	NM_001114387,NM_182606
Q6ZMR5	TM11A_HUMAN	NM_001114387,NM_182606
Q86XK7	VSIG1_HUMAN	NM_001170553,NM_182607
Q0VAA8	Q0VAA8_HUMAN	NM_001130015,NM_001304459,NM_001304460,NM_182608
Q5K617	Q5K617_HUMAN	NM_001130015,NM_001304459,NM_001304460,NM_182608
Q7Z3H0	ANR33_HUMAN	NM_001130015,NM_001304459,NM_182608
Q86XU0	ZN677_HUMAN	NM_182609
Q7Z3H4	SAMD7_HUMAN	NM_001304366,NM_182610
Q8NB37	PDDC1_HUMAN	NM_182612
Q8WV15	T255B_HUMAN	NM_182614
Q7Z6K5	ARPIN_HUMAN	NM_001282380,NM_182616
Q68CK6	ACS2B_HUMAN	NM_001105069,NM_182617
A5D8T8	CL18A_HUMAN	NM_001136214,NM_001271197,NM_182619
Q8WVK7	SKA2_HUMAN	NM_001100595,NM_182620
Q96AQ9	F131C_HUMAN	NM_182623
Q17RS7	GEN_HUMAN	NM_001130009,NM_182625
Q96LS8	CB048_HUMAN	NM_182626
Q7Z5U6	WDR53_HUMAN	NM_182627
Q494V2	CCD37_HUMAN	NM_182628
Q96N87	S6A18_HUMAN	NM_182632
Q92902	HPS1_HUMAN	NM_000195,NM_182639
P82933	RT09_HUMAN	NM_182640
Q12830	BPTF_HUMAN	NM_004459,NM_182641
Q9GZU7	CTDS1_HUMAN	NM_001206878,NM_021198,NM_182642
Q96QB1	RHG07_HUMAN	NM_001164271,NM_006094,NM_024767,NM_182643
P29320	EPHA3_HUMAN	NM_005233,NM_182644
Q8N8G2	VGLL2_HUMAN	NM_153453,NM_182645
Q7Z5Q1	CPEB2_HUMAN	NM_001177381,NM_001177382,NM_001177383,NM_001177384,NM_182485,NM_182646
P41146	OPRX_HUMAN	NM_000913,NM_001200019,NM_182647
Q9NRL2	BAZ1A_HUMAN	NM_013448,NM_182648
P12004	PCNA_HUMAN	NM_002592,NM_182649
P59826	BPIB3_HUMAN	NM_182658
Q14DE0	Q14DE0_HUMAN	NM_182658
O14607	UTY_HUMAN	NM_001258252,NM_001258254,NM_007125,NM_182659,NM_182660
Q4W5N8	Q4W5N8_HUMAN	NM_001286682,NM_001286683,NM_016228,NM_182662
Q8N5Z0	AADAT_HUMAN	NM_001286682,NM_001286683,NM_016228,NM_182662
A8K5F3	A8K5F3_HUMAN	NM_182663,NM_182664
Q8WWW0	RASF5_HUMAN	NM_182663,NM_182664,NM_182665
P51965	UB2E1_HUMAN	NM_001202476,NM_003341,NM_182666
P55058	PLTP_HUMAN	NM_001242920,NM_001242921,NM_006227,NM_182676
Q969T4	UB2E3_HUMAN	NM_001278554,NM_001278555,NM_006357,NM_182678
A0A0A0MRK1	A0A0A0MRK1_HUMAN	NM_182679
A8KAG1	A8KAG1_HUMAN	NM_015590,NM_182679
Q99217	AMELX_HUMAN	NM_001142,NM_182680,NM_182681
Q9BT76	UPK3B_HUMAN	NM_030570,NM_182683,NM_182684
P20827	EFNA1_HUMAN	NM_004428,NM_182685
Q99640	PMYT1_HUMAN	NM_001258450,NM_001258451,NM_004203,NM_182687
P60604	UB2G2_HUMAN	NM_001202489,NM_003343,NM_182688
P52798	EFNA4_HUMAN	NM_005227,NM_182689,NM_182690
A0A024R704	A0A024R704_HUMAN	NM_001278273,NM_182691
P78362	SRPK2_HUMAN	NM_001278273,NM_182691,NM_182692
P62256	UBE2H_HUMAN	NM_001202498,NM_003344,NM_182697
Q86TM3	DDX53_HUMAN	NM_182699
P59796	GPX6_HUMAN	NM_182701
Q7Z5A4	PRS42_HUMAN	NM_182702
Q495B1	AKD1A_HUMAN	NM_182703
P59797	SELV_HUMAN	NM_182704
Q8N5W9	F101B_HUMAN	NM_182705
A0A0G2JPP5	A0A0G2JPP5_HUMAN	NM_182706
A0PJK8	A0PJK8_HUMAN	NM_182706
Q14160	SCRIB_HUMAN	NM_015356,NM_182706
Q9UQ74	PSG8_HUMAN	NM_001130167,NM_001130168,NM_182707
Q9UH73	COE1_HUMAN	NM_024007,NM_182708
A0A024R5E8	A0A024R5E8_HUMAN	NM_182709
Q92993	KAT5_HUMAN	NM_001206833,NM_006388,NM_182709,NM_182710
Q16563	SYPL1_HUMAN	NM_006754,NM_182715
Q9UHI5	LAT2_HUMAN	NM_001267036,NM_001267037,NM_012244,NM_182728
Q9NQ66	PLCB1_HUMAN	NM_015192,NM_182734
O95139	NDUB6_HUMAN	NM_002493,NM_182739
Q16881	TRXR1_HUMAN	NM_001093771,NM_001261445,NM_001261446,NM_003330,NM_182729,NM_182742,NM_182743
P41271	NBL1_HUMAN	NM_001204084,NM_001204085,NM_001204088,NM_001204089,NM_001278164,NM_001278165,NM_001278166,NM_005380,NM_182744
B3KMX0	B3KMX0_HUMAN	NM_182746
P33991	MCM4_HUMAN	NM_005914,NM_182746
Q9Y5N5	HEMK2_HUMAN	NM_013240,NM_182749
Q7L590	MCM10_HUMAN	NM_018518,NM_182751
Q5T0D9	TPRGL_HUMAN	NM_182752
Q7Z4V0	ZN438_HUMAN	NM_001143766,NM_001143767,NM_001143768,NM_001143769,NM_001143770,NM_001143771,NM_182755
Q5MJ70	SPDYA_HUMAN	NM_001008779,NM_001142634,NM_182756
Q7Z419	R144B_HUMAN	NM_182757
Q3MJ13	WDR72_HUMAN	NM_182758
Q7Z5A8	F19A3_HUMAN	NM_001004440,NM_182759
Q8NBK3	SUMF1_HUMAN	NM_001164674,NM_001164675,NM_182760
A1A519	F170A_HUMAN	NM_001163991,NM_182761
Q6ZN28	MACC1_HUMAN	NM_182762
Q07820	MCL1_HUMAN	NM_001197320,NM_021960,NM_182763
Q96JJ3	ELMO2_HUMAN	NM_133171,NM_182764
B3KV18	B3KV18_HUMAN	NM_182765
Q5U5R9	HECD2_HUMAN	NM_001284274,NM_173497,NM_182765
Q9H2J7	S6A15_HUMAN	NM_001146335,NM_018057,NM_182767
Q60I27	AL2CL_HUMAN	NM_001190707,NM_147129,NM_182775
P33993	MCM7_HUMAN	NM_001278595,NM_005916,NM_182776
Q8N5R6	CCD33_HUMAN	NM_001287181,NM_025055,NM_182791
Q86SE8	NPM2_HUMAN	NM_001286680,NM_001286681,NM_182795
Q9NZL9	MAT2B_HUMAN	NM_013283,NM_182796
Q15147	PLCB4_HUMAN	NM_000933,NM_001172646,NM_182797
Q63HQ2	EGFLA_HUMAN	NM_001205301,NM_152403,NM_182798,NM_182801
B4DN82	B4DN82_HUMAN	NM_001281522,NM_032485,NM_182802
Q9UJA3	MCM8_HUMAN	NM_001281520,NM_001281521,NM_001281522,NM_032485,NM_182802
P18848	ATF4_HUMAN	NM_001675,NM_182810
Q96AQ3	Q96AQ3_HUMAN	NM_001675,NM_182810
P19174	PLCG1_HUMAN	NM_002660,NM_182811
Q4LE43	Q4LE43_HUMAN	NM_002660,NM_182811
Q6AZY7	SCAR3_HUMAN	NM_016240,NM_182826
Q75RY1	Q75RY1_HUMAN	NM_182828
Q7Z4P5	GDF7_HUMAN	NM_182828
Q7Z553	MDGA2_HUMAN	NM_001113498,NM_182830
Q8WY50	PLAC4_HUMAN	NM_182832
Q6W3E5	GDPD4_HUMAN	NM_182833
Q8WVM8	SCFD1_HUMAN	NM_001257376,NM_001283032,NM_016106,NM_182835
Q92696	PGTA_HUMAN	NM_004581,NM_182836
P0CK97	S35E2_HUMAN	NM_001199787,NM_182838
Q96FT7	ASIC4_HUMAN	NM_182847
P78369	CLD10_HUMAN	NM_001160100,NM_006984,NM_182848
Q9NPC3	CIP1_HUMAN	NM_021178,NM_182849,NM_182852
Q7Z614	SNX20_HUMAN	NM_001144972,NM_153337,NM_182854
P58304	VSX2_HUMAN	NM_182894
Q96GP6	SREC2_HUMAN	NM_153334,NM_182895
Q3SXY8	AR13B_HUMAN	NM_001174150,NM_001174151,NM_144996,NM_182896
Q02930	CREB5_HUMAN	NM_001011666,NM_004904,NM_182898,NM_182899
A8K932	A8K932_HUMAN	NM_001134878,NM_022342,NM_182902
Q9HAQ2	KIF9_HUMAN	NM_001134878,NM_022342,NM_182902
Q7Z4N8	P4HA3_HUMAN	NM_001288748,NM_182904
A8K0Z3	WASH1_HUMAN	NM_182905
Q8IUN9	CLC10_HUMAN	NM_006344,NM_182906
B4DW27	B4DW27_HUMAN	NM_182907
O75626	PRDM1_HUMAN	NM_001198,NM_182907
Q13268	DHRS2_HUMAN	NM_005794,NM_182908
Q4L180	FIL1L_HUMAN	NM_001042459,NM_001282793,NM_001282794,NM_014890,NM_182909
Q9BZW7	TSG10_HUMAN	NM_025244,NM_182911
Q6MZP0	Q6MZP0_HUMAN	NM_182914
Q8WXH0	SYNE2_HUMAN	NM_015180,NM_182910,NM_182913,NM_182914
Q658P3	STEA3_HUMAN	NM_001008410,NM_018234,NM_182915
A0A024R2H7	A0A024R2H7_HUMAN	NM_182916
Q96Q11	TRNT1_HUMAN	NM_001302946,NM_182916
O95065	O95065_HUMAN	NM_182917
P11308	ERG_HUMAN	NM_001136154,NM_001136155,NM_001243428,NM_001243429,NM_001243432,NM_001291391,NM_004449,NM_182918
Q8IUC6	TCAM1_HUMAN	NM_182919
Q9P2N4	ATS9_HUMAN	NM_182920
Q7Z4Q2	HEAT3_HUMAN	NM_182922
Q07866	KLC1_HUMAN	NM_001130107,NM_005552,NM_182923
Q6UWK3	Q6UWK3_HUMAN	NM_182924
Q8IY33	MILK2_HUMAN	NM_182924
P35916	VGFR3_HUMAN	NM_002020,NM_182925
Q8IZD2	KMT2E_HUMAN	NM_018682,NM_182931
Q13875	MOBP_HUMAN	NM_001278322,NM_001278323,NM_182935
B3KU59	B3KU59_HUMAN	NM_182936
O00469	PLOD2_HUMAN	NM_000935,NM_182943
Q5XUU0	Q5XUU0_HUMAN	NM_020921,NM_182944
Q8N4C6	NIN_HUMAN	NM_016350,NM_020921,NM_182944,NM_182946
Q86VW2	ARHGP_HUMAN	NM_001111270,NM_182947
Q9H7Z6	KAT8_HUMAN	NM_032188,NM_182958
Q8NF91	SYNE1_HUMAN	NM_033071,NM_182961
Q13489	BIRC3_HUMAN	NM_001165,NM_182962
A7E2D6	A7E2D6_HUMAN	NM_001111018,NM_001244963,NM_145117,NM_182964
Q8IVL1	NAV2_HUMAN	NM_001111018,NM_001111019,NM_001244963,NM_145117,NM_182964
Q9NYA1	SPHK1_HUMAN	NM_001142601,NM_001142602,NM_021972,NM_182965
Q14511	CASL_HUMAN	NM_001142393,NM_001271033,NM_006403,NM_182966
Q6P2D8	XRRA1_HUMAN	NM_001270380,NM_001270381,NM_182969
Q8TEH2	Q8TEH2_HUMAN	NM_001270380,NM_001270381,NM_182969
Q9H426	RIMS4_HUMAN	NM_001205317,NM_182970
Q7Z4L0	COX8C_HUMAN	NM_182971
Q7Z5L9	I2BP2_HUMAN	NM_001077397,NM_182972
Q7Z410	TMPS9_HUMAN	NM_182973
Q7Z4J2	GL6D1_HUMAN	NM_182974
Q5BKZ1	ZN326_HUMAN	NM_182975,NM_182976
A0A024R0C3	A0A024R0C3_HUMAN	NM_012343,NM_182977
Q13423	NNTM_HUMAN	NM_012343,NM_182977
P38405	GNAL_HUMAN	NM_001142339,NM_001261443,NM_001261444,NM_182978
Q9UJX0	OSGI1_HUMAN	NM_182981
P32298	GRK4_HUMAN	NM_001004056,NM_001004057,NM_005307,NM_182982
P05981	HEPS_HUMAN	NM_002151,NM_182983
Q8IZ69	TRM2A_HUMAN	NM_001257994,NM_022727,NM_182984
Q86WT6	TRI69_HUMAN	NM_001301144,NM_001301145,NM_001301146,NM_080745,NM_182985
P29353	SHC1_HUMAN	NM_001130040,NM_001130041,NM_001202859,NM_003029,NM_183001
P57103	NAC3_HUMAN	NM_001130417,NM_033262,NM_058240,NM_182932,NM_182936,NM_183002
A0A024R6Q1	A0A024R6Q1_HUMAN	NM_001969,NM_183004
P55010	IF5_HUMAN	NM_001969,NM_183004
P78345	RPP38_HUMAN	NM_001097590,NM_001265601,NM_006414,NM_183005
Q9Y2H0	DLGP4_HUMAN	NM_001042486,NM_014902,NM_183006
Q5T124	UBX11_HUMAN	NM_001077262,NM_145345,NM_183008
Q69YN4	VIR_HUMAN	NM_015496,NM_183009
Q96EV8	DTBP1_HUMAN	NM_001271667,NM_001271668,NM_001271669,NM_032122,NM_183040
A0A024RDP2	A0A024RDP2_HUMAN	NM_005977,NM_183043,NM_183044
Q9Y252	RNF6_HUMAN	NM_005977,NM_183043,NM_183044
A6H8Y8	A6H8Y8_HUMAN	NM_001281771,NM_001281772,NM_001281773,NM_001281774,NM_001281775,NM_001281776,NM_001281777,NM_001281778,NM_001281779,NM_001281780,NM_001281781,NM_001281782,NM_001281783,NM_001281784,NM_012408,NM_183047,NM_183048
Q9ULU4	PKCB1_HUMAN	NM_001281771,NM_001281772,NM_001281773,NM_001281774,NM_001281775,NM_001281776,NM_001281777,NM_001281778,NM_001281781,NM_001281782,NM_001281783,NM_001281784,NM_012408,NM_183047,NM_183048
P21953	ODBB_HUMAN	NM_000056,NM_183050
Q9UK41	VPS28_HUMAN	NM_016208,NM_183057
A0A080YUZ9	A0A080YUZ9_HUMAN	NM_183058
Q7Z4W2	LYZL2_HUMAN	NM_183058
Q7Z3Z2	RD3_HUMAN	NM_001164688,NM_183059
Q03060	CREM_HUMAN	NM_001267562,NM_001267564,NM_001267567,NM_001267570,NM_001881,NM_181571,NM_182717,NM_182718,NM_182719,NM_182720,NM_182721,NM_182723,NM_182724,NM_182769,NM_182770,NM_182771,NM_182772,NM_183011,NM_183012,NM_183013,NM_183060
Q4G0N8	SL9C1_HUMAN	NM_183061
A1L453	PRS38_HUMAN	NM_183062
Q6UX40	TM107_HUMAN	NM_032354,NM_183065
Q7Z449	CP2U1_HUMAN	NM_183075
O76064	RNF8_HUMAN	NM_003958,NM_183078
P04156	PRIO_HUMAN	NM_000311,NM_001080121,NM_001080122,NM_001080123,NM_183079
Q53YK7	Q53YK7_HUMAN	NM_000311,NM_001080121,NM_001080122,NM_001080123,NM_183079
A0A024RD41	A0A024RD41_HUMAN	NM_001278666,NM_001278667,NM_001278668,NM_016277,NM_183227
Q9ULC3	RAB23_HUMAN	NM_001278666,NM_001278667,NM_001278668,NM_016277,NM_183227
Q9UKT9	IKZF3_HUMAN	NM_001257408,NM_001257409,NM_001257410,NM_001257411,NM_001257412,NM_001257413,NM_001257414,NM_001284514,NM_001284515,NM_001284516,NM_012481,NM_183228,NM_183229,NM_183230,NM_183231,NM_183232
Q96BI1	S22AI_HUMAN	NM_002555,NM_183233
A2RU94	A2RU94_HUMAN	NM_004580,NM_183234,NM_183235,NM_183236
P51159	RB27A_HUMAN	NM_004580,NM_183234,NM_183235,NM_183236
Q9UBF6	RBX2_HUMAN	NM_001201370,NM_014245,NM_183237
Q86T29	ZN605_HUMAN	NM_001164715,NM_183238
Q9H4Y5	GSTO2_HUMAN	NM_001191013,NM_001191014,NM_001191015,NM_183239
Q8WXS4	CCGL_HUMAN	NM_183240
Q9BUH6	PAXX_HUMAN	NM_183241
Q5XKL5	BTBD8_HUMAN	NM_183242
P20839	IMDH1_HUMAN	NM_000883,NM_001102605,NM_001142573,NM_001142574,NM_001142575,NM_001142576,NM_001304521,NM_183243
Q2M1I4	Q2M1I4_HUMAN	NM_014425,NM_183245
Q9Y283	INVS_HUMAN	NM_014425,NM_183245
Q96KR7	PHAR3_HUMAN	NM_001199505,NM_001199506,NM_001281507,NM_080672,NM_183244,NM_183246
Q9H074	PAIP1_HUMAN	NM_006451,NM_182789,NM_183323
O94810	RGS11_HUMAN	NM_001286485,NM_001286486,NM_003834,NM_183337
Q4TT70	Q4TT70_HUMAN	NM_183337
P55735	SEC13_HUMAN	NM_001136026,NM_001136232,NM_030673,NM_183352
Q9NVW2	RNF12_HUMAN	NM_016120,NM_183353
P08243	ASNS_HUMAN	NM_001178075,NM_001178076,NM_001178077,NM_001673,NM_133436,NM_183356
B7Z2C7	B7Z2C7_HUMAN	NM_183357
O95622	ADCY5_HUMAN	NM_001199642,NM_183357
